iter	Logloss
256	0.08222691434
257	0.08216687898
258	0.08205419538
259	0.08199110474
260	0.08186183891
261	0.08181975079
262	0.08170048224
263	0.08166226658
264	0.08160011791
265	0.08154812962
266	0.08147581439
267	0.08142507326
268	0.0813699897
269	0.08130182765
270	0.08125732976
271	0.08120414545
272	0.08116831352
273	0.08110466174
274	0.0810016364
275	0.08096762827
276	0.08085366537
277	0.0807653573
278	0.08068601445
279	0.08063730974
280	0.08058356738
281	0.08055184698
282	0.0804921507
283	0.08044325192
284	0.08042566612
285	0.08037504909
286	0.08031385987
287	0.08025109702
288	0.0801868775
289	0.08013885827
290	0.08013431617
291	0.08009217536
292	0.08005801566
293	0.07992099968
294	0.07987184831
295	0.07981505871
296	0.07976979704
297	0.07955924566
298	0.07948551341
299	0.07941449032
300	0.07918860776
301	0.07912210807
302	0.07899340103
303	0.07889793114
304	0.07886107447
305	0.07880762184
306	0.07876337097
307	0.07868845996
308	0.07864457741
309	0.07861075308
310	0.07857363728
311	0.07852203906
312	0.07846164672
313	0.07838516745
314	0.07829372514
315	0.07826500934
316	0.07823709078
317	0.07816055613
318	0.07811616841
319	0.07806247278
320	0.078017797
321	0.07793682351
322	0.07792564037
323	0.07787975086
324	0.07786822816
325	0.07781331014
326	0.07779374722
327	0.07766895254
328	0.0776433275
329	0.07735818629
330	0.07731026924
331	0.07723798449
332	0.07718567671
333	0.07713598086
334	0.07709966026
335	0.07704842911
336	0.07697323385
337	0.07695503675
338	0.07688292228
339	0.07684863415
340	0.07678872433
341	0.07674935253
342	0.07667645068
343	0.07664405532
344	0.07657758498
345	0.07655621416
346	0.07648149374
347	0.07644739584
348	0.07641978594
349	0.07633547611
350	0.07628620444
351	0.07625573685
352	0.07622283618
353	0.07621103526
354	0.07619080393
355	0.07615412819
356	0.07615412309
357	0.07611446884
358	0.0761040684
359	0.07603909314
360	0.07600522556
361	0.07597057198
362	0.07594484649
363	0.07588015829
364	0.07585796759
365	0.07582934385
366	0.07574626355
367	0.07568048513
368	0.07560924774
369	0.07559900018
370	0.07555262401
371	0.07549300904
372	0.07544932267
373	0.07543428393
374	0.07539048057
375	0.07535230364
376	0.07521436883
377	0.07513212826
378	0.07509859327
379	0.07503519448
380	0.0749963094
381	0.07495528389
382	0.07493736379
383	0.07491472034
384	0.07488303124
385	0.07487580443
386	0.0748388037
387	0.07477059382
388	0.07476209552
389	0.07474063614
390	0.07470406554
391	0.07464793599
392	0.07460069401
393	0.07455320549
394	0.07452114225
395	0.07443947674
396	0.07442535071
397	0.07440453089
398	0.07433642911
399	0.07430647912
400	0.07427590524
401	0.07423698033
402	0.07416101384
403	0.07413589688
404	0.07409325472
405	0.0740787421
406	0.07401462023
407	0.07400281628
408	0.07395595823
409	0.07390564462
410	0.07388683162
411	0.07384818949
412	0.07381118283
413	0.07379213928
414	0.0737060669
415	0.07359134357
416	0.07353038573
417	0.0735009524
418	0.07347476095
419	0.07342937007
420	0.07338357492
421	0.07334204481
422	0.07328672984
423	0.0731847894
424	0.07312773571
425	0.07311325314
426	0.07305108821
427	0.0730144205
428	0.07297963575
429	0.0729706954
430	0.0729327861
431	0.07287720996
432	0.07286465259
433	0.0728469285
434	0.07283872711
435	0.07280181075
436	0.07273588032
437	0.07273069283
438	0.07270492674
439	0.07266401903
440	0.07264725477
441	0.07263513917
442	0.07260656469
443	0.07258698272
444	0.07254538717
445	0.07250491519
446	0.07247461721
447	0.07245218933
448	0.07243020099
449	0.07237958157
450	0.07234292626
451	0.07230402618
452	0.07227457126
453	0.07224688832
454	0.07215016413
455	0.07209160613
456	0.07198376146
457	0.07194396947
458	0.07192945562
459	0.07189585633
460	0.07186962697
461	0.07184693038
462	0.07179423641
463	0.07175167924
464	0.07171139786
465	0.07169375767
466	0.0716557692
467	0.07161731123
468	0.07157381967
469	0.07155625869
470	0.07153180633
471	0.07144419049
472	0.07142756357
473	0.07135196462
474	0.07130211013
475	0.0712761023
476	0.07121995767
477	0.07116610143
478	0.07112323348
479	0.07108526655
480	0.071078957
481	0.07103633324
482	0.07100512487
483	0.07097463387
484	0.07093104537
485	0.07090324383
486	0.07090036834
487	0.07086399146
488	0.07085442789
489	0.07084572604
490	0.07082923894
491	0.07082309119
492	0.07076800673
493	0.07076090523
494	0.07074255971
495	0.07073941158
496	0.07068364252
497	0.07065853119
498	0.07061905941
499	0.07058819426
500	0.07056582891
501	0.07054496961
502	0.07051950657
503	0.07047795045
504	0.07045051719
505	0.07039586906
506	0.07036776103
507	0.07035765695
508	0.07033748273
509	0.07032009028
510	0.07029761511
511	0.07026580004
512	0.07025264707
513	0.07023570752
514	0.07022707576
515	0.07021259887
516	0.07018932421
517	0.07017849643
518	0.0701146342
519	0.07009171004
520	0.07008199179
521	0.07006644519
522	0.07004389248
523	0.06999815563
524	0.06996547125
525	0.06992589247
526	0.06989810287
527	0.06984822893
528	0.06981692155
529	0.06979833124
530	0.0697886741
531	0.06976206032
532	0.06968687083
533	0.06966998742
534	0.06955622491
535	0.06948173689
536	0.06940282469
537	0.06936980107
538	0.06934840495
539	0.06931593004
540	0.06922987901
541	0.06919396886
542	0.06917386897
543	0.06915902997
544	0.06914118297
545	0.06907595581
546	0.06903528944
547	0.0690120506
548	0.06897253798
549	0.06895835526
550	0.06895069029
551	0.06893132021
552	0.06889554653
553	0.06886545401
554	0.06880893415
555	0.06872200011
556	0.06867242985
557	0.06863144288
558	0.06860347942
559	0.06855531145
560	0.06851753439
561	0.06848514045
562	0.06846719328
563	0.06842345306
564	0.06835440291
565	0.06831131809
566	0.06827427994
567	0.0682524993
568	0.06822337717
569	0.06819510746
570	0.06816575901
571	0.06813039137
572	0.06811762802
573	0.0680713039
574	0.06805587951
575	0.06802372315
576	0.06800278093
577	0.06796568508
578	0.0679009916
579	0.06787674018
580	0.06784959385
581	0.0678256118
582	0.06780940432
583	0.06778314098
584	0.06774493803
585	0.06772608739
586	0.06768882317
587	0.06764714108
588	0.06764483012
589	0.06761622913
590	0.06760129757
591	0.06758113013
592	0.06754706437
593	0.06750535223
594	0.06747922791
595	0.06744367115
596	0.06739191226
597	0.06736029192
598	0.06734204397
599	0.0673181684
600	0.06723408967
601	0.06722077534
602	0.06716910203
603	0.06714147962
604	0.06710287611
605	0.0670705989
606	0.06705184075
607	0.0670458188
608	0.0670142241
609	0.06698399422
610	0.06696852037
611	0.06694748973
612	0.06687931536
613	0.06684841358
614	0.06681764828
615	0.06676488679
616	0.06674791254
617	0.06670356107
618	0.06667773378
619	0.06663500338
620	0.06658801358
621	0.06656290398
622	0.06655495042
623	0.06651092095
624	0.06649245164
625	0.06646060671
626	0.0664219855
627	0.06638620848
628	0.06636370656
629	0.06636046356
630	0.06632132497
631	0.06630983658
632	0.0662846129
633	0.06624606798
634	0.06622333875
635	0.06619753495
636	0.06618964629
637	0.06616130925
638	0.0661431319
639	0.06610521543
640	0.06607096194
641	0.06601015128
642	0.06599571065
643	0.06598175072
644	0.0659413604
645	0.06592536067
646	0.06589425156
647	0.06586431266
648	0.06584756394
649	0.06581800938
650	0.06580193963
651	0.06579984233
652	0.06578044133
653	0.06573740042
654	0.06568248747
655	0.06565405475
656	0.06562758013
657	0.06560458126
658	0.06559541957
659	0.06558714863
660	0.06556313039
661	0.06552021996
662	0.06550398084
663	0.06547465087
664	0.06542569036
665	0.06540563529
666	0.06537361118
667	0.06532150264
668	0.06529455379
669	0.06528114341
670	0.06527883931
671	0.06524527493
672	0.06520691287
673	0.06516290248
674	0.06513358468
675	0.06510829347
676	0.06508530938
677	0.06503595834
678	0.06502115003
679	0.0649889791
680	0.06495369546
681	0.06493096813
682	0.06486727293
683	0.06483783619
684	0.06481220754
685	0.06478145796
686	0.06475888189
687	0.06472738431
688	0.06469988608
689	0.0646826608
690	0.06464917126
691	0.06461793749
692	0.06460435274
693	0.0645798234
694	0.06456561644
695	0.06453897627
696	0.06452971992
697	0.06452789405
698	0.06448310345
699	0.06445210236
700	0.06439703433
701	0.06436747162
702	0.06433132092
703	0.06431132747
704	0.06428308414
705	0.06423864773
706	0.06422865113
707	0.06421139923
708	0.06418498218
709	0.06417881227
710	0.06414328632
711	0.0641226137
712	0.06410230577
713	0.06408389128
714	0.06398384513
715	0.06397798889
716	0.06395617687
717	0.06391403667
718	0.06390785643
719	0.06388224067
720	0.06385364594
721	0.06383188412
722	0.06381684074
723	0.06375922909
724	0.06372981127
725	0.06371790873
726	0.0636777691
727	0.06363199224
728	0.06359110711
729	0.06356640228
730	0.06350125242
731	0.06346683455
732	0.0634513952
733	0.06341888706
734	0.06336549331
735	0.06334536327
736	0.0632962115
737	0.06325307975
738	0.06323848137
739	0.06321157625
740	0.06319240528
741	0.06316659295
742	0.06314868251
743	0.06313688828
744	0.06310889658
745	0.06308873216
746	0.06307005405
747	0.06303869513
748	0.06302000227
749	0.06300745943
750	0.06298072129
751	0.06297306292
752	0.06294694947
753	0.06290984882
754	0.0628764365
755	0.06286246199
756	0.06285240779
757	0.06283103503
758	0.06282540835
759	0.06280224815
760	0.062755137
761	0.06274700197
762	0.0627024534
763	0.06263398151
764	0.06261002861
765	0.06258733792
766	0.06258579819
767	0.06256039282
768	0.0625157646
769	0.06249630599
770	0.06247335729
771	0.06243590232
772	0.06240354406
773	0.06238411818
774	0.06237640216
775	0.06233500956
776	0.06232264226
777	0.06230845632
778	0.06228985375
779	0.06224657712
780	0.06224008009
781	0.06221551554
782	0.06220711842
783	0.06218739534
784	0.0621688779
785	0.06215334681
786	0.06212508779
787	0.06210079937
788	0.06207715756
789	0.06204748478
790	0.06202359723
791	0.06198717346
792	0.06196641057
793	0.06192765383
794	0.06189366008
795	0.06184729918
796	0.06182379342
797	0.06180046461
798	0.06177417111
799	0.06174313448
800	0.06172732703
801	0.06171910413
802	0.06168465789
803	0.06166447032
804	0.06166220374
805	0.06164887388
806	0.06163520359
807	0.06163376375
808	0.0616026323
809	0.06157198549
810	0.06154948427
811	0.06154442805
812	0.06152092403
813	0.06149650155
814	0.06145858405
815	0.06141572601
816	0.06140301634
817	0.06136945483
818	0.06135096053
819	0.06131892592
820	0.06128616237
821	0.06126787842
822	0.06125259693
823	0.06120878038
824	0.0611813177
825	0.06115401093
826	0.0611344712
827	0.06110527938
828	0.06109887496
829	0.06109492776
830	0.06106960477
831	0.06106478481
832	0.06104933241
833	0.06102523204
834	0.06100985902
835	0.0609915082
836	0.0609480603
837	0.06092577418
838	0.0608944691
839	0.06086473811
840	0.06082989314
841	0.06080801855
842	0.06076992077
843	0.06074044782
844	0.06071043024
845	0.06067244705
846	0.06067039466
847	0.060649407
848	0.06061781493
849	0.06059644098
850	0.06057740256
851	0.06056162131
852	0.06053645391
853	0.06049576641
854	0.06047480073
855	0.06044361096
856	0.06042176853
857	0.0603961274
858	0.06036448424
859	0.06034573322
860	0.06033990107
861	0.0603243373
862	0.0603010728
863	0.0602883462
864	0.06027242243
865	0.06025843859
866	0.06016803484
867	0.060140694
868	0.0601190408
869	0.06008741876
870	0.0600745098
871	0.06003439121
872	0.06000407386
873	0.05997926511
874	0.05995464987
875	0.05995331789
876	0.0599377824
877	0.05991294444
878	0.05988526778
879	0.05986827878
880	0.05984085383
881	0.05981016845
882	0.05978178189
883	0.05976359495
884	0.05973447493
885	0.0597308095
886	0.05969864891
887	0.05966882653
888	0.05963177108
889	0.05960407057
890	0.05956109305
891	0.05954252212
892	0.05953126281
893	0.05950950933
894	0.059493424
895	0.05947540327
896	0.05945533932
897	0.05943990095
898	0.0594227693
899	0.05938611373
900	0.05935654587
901	0.0593298228
902	0.05930246728
903	0.05930091469
904	0.0592905231
905	0.05927549934
906	0.0592433342
907	0.05921812515
908	0.05918856341
909	0.05916358784
910	0.0591594329
911	0.05912963367
912	0.05910012416
913	0.05907349851
914	0.05906045842
915	0.05903473897
916	0.05902342626
917	0.05900013166
918	0.05897953954
919	0.05896899426
920	0.05894752223
921	0.05893803718
922	0.05892065761
923	0.05889528696
924	0.05885238361
925	0.05881015294
926	0.0587809162
927	0.05877994218
928	0.05877047621
929	0.058748656
930	0.05872160691
931	0.05870622273
932	0.0586903752
933	0.05866889324
934	0.05864498044
935	0.05862111367
936	0.0586092517
937	0.05858569507
938	0.05855983446
939	0.05853334698
940	0.05850233207
941	0.05848066662
942	0.05845858928
943	0.05842655199
944	0.05842541254
945	0.05840825862
946	0.0583824228
947	0.05836948301
948	0.05835545373
949	0.05833466451
950	0.05831468006
951	0.0582917485
952	0.05827364365
953	0.05825272738
954	0.0582393948
955	0.05822637836
956	0.05819881522
957	0.05817317859
958	0.05813080227
959	0.05810492193
960	0.05808585972
961	0.05805929311
962	0.0580316515
963	0.05801975472
964	0.05799753933
965	0.05797330117
966	0.0579554102
967	0.05793154945
968	0.05787649276
969	0.05785988891
970	0.05784287331
971	0.05781865792
972	0.05779999946
973	0.05779976253
974	0.05777851384
975	0.05774404755
976	0.05774316434
977	0.05772600047
978	0.05770712192
979	0.05768656594
980	0.05765728026
981	0.0576028074
982	0.05757393302
983	0.05756139142
984	0.05754863004
985	0.05752137518
986	0.05751505408
987	0.05749822863
988	0.05748730855
989	0.05746930348
990	0.05743755153
991	0.05741180109
992	0.05739586816
993	0.0573753868
994	0.05737207142
995	0.05735596367
996	0.05734883319
997	0.05732356247
998	0.05731965864
999	0.05729460096
